7659.14,7659.0,7658.05,0.008416,0.872288,3.0
7660.75,7660.73,7660.03,0.011118,0.781348,0.026482
7658.06,7658.05,7658.0,0.385128,3.0,0.087376
7658.07,7658.06,7658.0,0.046992,0.046218,0.087376
7658.13,7658.12,7658.11,2.9e-05,1.963688,0.686438
7658.15,7658.11,7658.0,0.009759,0.672621,0.033878
7655.14,7655.1,7655.02,0.051,0.494684,0.5
7658.99,7658.98,7657.12,4.661073,0.218872,1.6e-05
7655.12,7655.1,7655.01,1.813115,0.322443,3.0
7655.12,7655.1,7655.02,1.453344,0.040474,0.045794
7652.22,7652.21,7651.32,2.0,0.043324,0.01307
7653.29,7653.0,7652.99,0.017413,4.741104,0.028053
7657.84,7655.0,7654.05,3.2e-05,0.629236,0.063
7655.08,7655.07,7655.05,0.084768,0.051,2.305501
7662.5,7662.01,7661.0,1.111034,0.02302,0.2
7664.63,7662.02,7662.01,0.371517,0.052164,2.941818
7667.99,7667.33,7667.0,1.568861,0.003539,0.207382
7664.65,7664.63,7663.74,0.232749,0.029884,3.0
7660.33,7659.88,7659.0,0.052059,0.009734,0.004068
7660.33,7660.0,7659.88,0.75715,0.186779,1.271233
7664.62,7661.0,7660.9,0.385853,0.102677,0.084079
7661.0,7660.34,7660.33,0.658957,0.028027,0.634233
7661.02,7660.31,7660.0,4.440038,0.050537,0.447448
7661.06,7660.01,7660.0,0.142596,0.013795,0.359319
7656.96,7655.89,7652.0,0.046455,4e-06,0.002
7655.75,7653.88,7652.01,0.110935,1.0,0.407332
7653.36,7653.0,7651.32,0.977572,0.003594,0.01307
7654.01,7654.0,7653.0,0.136048,2.9e-05,0.005063
7655.5,7655.01,7655.0,1.0,1.951379,31.674045
7658.0,7655.5,7655.15,0.494446,1.0,0.003593
7655.09,7655.08,7655.0,0.679316,0.002,0.001945
7656.03,7656.02,7656.0,2.0,0.2,0.141376
7658.2,7658.19,7658.02,2.052191,1.0,0.023505
7659.18,7659.13,7658.97,0.026079,0.023477,0.506616
7664.0,7663.98,7663.89,0.2,0.027314,0.004392
7663.92,7663.91,7663.85,0.627008,0.001578,9.2e-05
7665.4,7664.09,7664.08,0.001306,0.05,0.068282
7664.11,7664.1,7664.08,0.052151,0.029007,0.626309
7664.16,7664.15,7664.14,0.085738,0.167365,1.115558
7658.99,7658.98,7655.01,0.05916,0.306954,0.099773
7665.01,7665.0,7661.61,0.103545,0.537544,0.272419
7660.37,7660.0,7659.0,0.99643,0.22772,0.385951
7663.37,7661.0,7660.78,0.045346,0.204532,1.0
7659.05,7659.04,7659.02,0.052185,0.048258,0.997677
7662.12,7659.3,7659.11,0.067788,0.06528,0.052185
7659.72,7659.55,7659.3,0.052177,0.42847,0.048149
7668.0,7667.27,7667.0,4.6e-05,0.002047,0.523953
7669.94,7667.28,7667.1,0.004198,0.021562,0.179263
7667.3,7667.29,7667.28,0.307309,1.310951,7e-06
7670.0,7667.31,7667.3,0.654962,0.05,4.180495
7667.33,7667.3,7667.0,0.022027,3.149755,0.338356
7664.89,7661.04,7661.03,1.302827,0.5,0.05
7667.99,7666.0,7665.0,0.019515,0.00732,0.284603
7665.21,7665.2,7665.0,1.134796,1.0,0.381596
7667.18,7665.02,7665.01,1.0,0.05,2.0
7672.27,7670.04,7667.5,0.00326,0.8946,2.358034
7669.96,7669.0,7668.01,2.320414,0.352909,0.05
7670.04,7669.96,7669.0,2.874504,0.220389,0.352909
7670.05,7670.04,7670.0,0.115991,2.542934,0.307514
7669.99,7668.03,7668.0,0.017537,0.065038,0.415311
7668.0,7667.5,7666.0,0.122394,0.351392,0.053123
7669.01,7669.0,7667.5,0.239111,0.028668,0.684402
7671.0,7670.53,7670.0,0.206028,0.02,1.178067
7672.72,7672.09,7670.01,0.024255,1.010804,0.1
7673.01,7673.0,7672.73,0.990703,0.04792,0.56672
7673.02,7673.01,7673.0,0.088819,1.050714,0.303267
7669.95,7669.94,7669.01,0.129323,24.711654,0.256972
7670.0,7669.94,7669.01,0.033476,25.115382,0.256972
7670.99,7670.98,7670.97,0.001316,0.815646,0.430193
7669.94,7669.01,7669.0,23.931825,0.256972,0.028668
7665.0,7664.89,7664.0,0.648657,0.138646,0.100857
7662.38,7659.99,7659.91,0.062695,0.104494,1.0
7657.28,7657.27,7656.77,0.02,0.02,0.013568
7651.3,7651.27,7651.26,0.334159,0.049913,0.002
7645.1,7644.12,7643.39,0.012259,0.002,0.04
7644.99,7642.0,7641.84,0.041304,0.0086,0.997135
7642.12,7642.11,7640.84,1e-06,2.388861,0.008384
7636.39,7636.01,7636.0,0.00954,1.15,7.361858
7634.99,7634.2,7633.68,0.009939,0.09469,0.189911
7633.69,7633.01,7633.0,0.050619,1.558746,2.350633
7631.47,7631.33,7631.32,0.001441,1.998559,0.001441
7643.0,7642.99,7639.4,0.031985,1.312983,0.02
7646.0,7645.0,7643.68,0.644167,0.462698,1.11233
7648.01,7648.0,7645.0,0.307483,1.344852,0.033005
7648.05,7648.0,7645.01,0.058896,0.26485,0.075
7645.27,7645.0,7643.68,0.031361,6.441798,0.013083
7649.99,7646.99,7645.48,0.26196,2.5e-05,0.001856
7650.0,7647.0,7646.99,1.828603,0.912886,2.5e-05
7650.59,7650.58,7650.06,0.398995,0.001438,0.037859
7646.5,7645.51,7645.5,2e-06,0.051,0.017976
7641.78,7640.52,7640.01,0.002,0.952314,0.312996
7639.99,7639.41,7637.0,0.236236,0.70431,0.227048
7639.99,7639.41,7637.0,1e-05,0.701692,3.405537
7637.02,7637.01,7637.0,0.818665,0.430643,2.175235
7637.1,7637.0,7636.64,0.914071,0.299342,0.05
7640.75,7638.99,7637.21,0.009479,0.035901,4.546754
7637.3,7637.29,7637.27,0.051,1.0,0.052335
7643.69,7641.97,7637.44,0.024493,0.013758,0.604079
7641.96,7640.01,7640.0,0.272145,0.00133,0.478775
7644.0,7643.68,7641.03,3.543604,6.992738,0.156895
7644.01,7644.0,7643.69,2.884091,2.532678,0.038274
7643.72,7643.71,7643.7,0.02379,0.03,0.051,7644.05,7649.2,7649.31,0.000241,0.638201,0.001309,594.86,594.91,594.95,9.9,0.4,0.4,594.24,594.12,594.11,0.67242,5.0,10.0,0.077726,0.077725,0.077724,3.486,0.841,4.484,0.077753,0.077768,0.077769,0.69,0.453,0.634
7644.07,7644.05,7643.68,1.666938,0.44912,5.986561,7647.47,7649.97,7650.0,0.589659,0.104574,0.134215,594.56,594.82,594.86,0.841,1.34796,11.5536,594.12,594.11,594.01,5.0,10.0,4.57672,0.077729,0.077728,0.077727,4.312,3.0,0.819,0.077768,0.077773,0.077774,19.435,8.195,1.0,1527992517.050449,1527992517.05049,1527992517.7395
